ID,Year,First Name,Middle Name,Last Name,Full Name,party,Level,Position,state,District,race_ethnicity,STATEFP,Congress,GEOID
484877k,2023,Jennifer,T.,Wexton,Jennifer Wexton,Democrat,Congress,U.S. Representative,Virginia - VA,10,White,51,118,5110
284676k,2017,Suzan,K.,DelBene,Suzan DelBene,Democrat,Congress,U.S. Representative,Washington - WA,1,White,53,115,5301
284676k,2020,Suzan,K.,DelBene,Suzan DelBene,Democrat,Congress,U.S. Representative,Washington - WA,1,White,53,116,5301
284676k,2019,Suzan,K.,DelBene,Suzan DelBene,Democrat,Congress,U.S. Representative,Washington - WA,1,White,53,116,5301
284676k,2022,Suzan,K.,DelBene,Suzan DelBene,Democrat,Congress,U.S. Representative,Washington - WA,1,White,53,117,5301
284676k,2018,Suzan,K.,DelBene,Suzan DelBene,Democrat,Congress,U.S. Representative,Washington - WA,1,White,53,115,5301
284676k,2021,Suzan,K.,DelBene,Suzan DelBene,Democrat,Congress,U.S. Representative,Washington - WA,1,White,53,117,5301
229353k,2021,Jaime,L.,Herrera Beutler,Jaime Herrera Beutler,Republican,Congress,U.S. Representative,Washington - WA,3,Latina,53,117,5303
229353k,2017,Jaime,L.,Herrera Beutler,Jaime Herrera Beutler,Republican,Congress,U.S. Representative,Washington - WA,3,Latina,53,115,5303
229353k,2020,Jaime,L.,Herrera Beutler,Jaime Herrera Beutler,Republican,Congress,U.S. Representative,Washington - WA,3,Latina,53,116,5303
229353k,2019,Jaime,L.,Herrera Beutler,Jaime Herrera Beutler,Republican,Congress,U.S. Representative,Washington - WA,3,Latina,53,116,5303
229353k,2022,Jaime,L.,Herrera Beutler,Jaime Herrera Beutler,Republican,Congress,U.S. Representative,Washington - WA,3,Latina,53,117,5303
229353k,2018,Jaime,L.,Herrera Beutler,Jaime Herrera Beutler,Republican,Congress,U.S. Representative,Washington - WA,3,Latina,53,115,5303
499054k,2018,Pramila,,Jayapal,Pramila Jayapal,Democrat,Congress,U.S. Representative,Washington - WA,7,Asian American/Pacific Islander,53,115,5307
499054k,2021,Pramila,,Jayapal,Pramila Jayapal,Democrat,Congress,U.S. Representative,Washington - WA,7,Asian American/Pacific Islander,53,117,5307
499054k,2017,Pramila,,Jayapal,Pramila Jayapal,Democrat,Congress,U.S. Representative,Washington - WA,7,Asian American/Pacific Islander,53,115,5307
499054k,2020,Pramila,,Jayapal,Pramila Jayapal,Democrat,Congress,U.S. Representative,Washington - WA,7,Asian American/Pacific Islander,53,116,5307
499054k,2019,Pramila,,Jayapal,Pramila Jayapal,Democrat,Congress,U.S. Representative,Washington - WA,7,Asian American/Pacific Islander,53,116,5307
499054k,2022,Pramila,,Jayapal,Pramila Jayapal,Democrat,Congress,U.S. Representative,Washington - WA,7,Asian American/Pacific Islander,53,117,5307
199779k,2021,Cathy,,McMorris Rodgers,Cathy McMorris Rodgers,Republican,Congress,U.S. Representative,Washington - WA,5,White,53,117,5305
199779k,2017,Cathy,,McMorris Rodgers,Cathy McMorris Rodgers,Republican,Congress,U.S. Representative,Washington - WA,5,White,53,115,5305
199779k,2020,Cathy,,McMorris Rodgers,Cathy McMorris Rodgers,Republican,Congress,U.S. Representative,Washington - WA,5,White,53,116,5305
199779k,2019,Cathy,,McMorris Rodgers,Cathy McMorris Rodgers,Republican,Congress,U.S. Representative,Washington - WA,5,White,53,116,5305
199779k,2022,Cathy,,McMorris Rodgers,Cathy McMorris Rodgers,Republican,Congress,U.S. Representative,Washington - WA,5,White,53,117,5305
199779k,2018,Cathy,,McMorris Rodgers,Cathy McMorris Rodgers,Republican,Congress,U.S. Representative,Washington - WA,5,White,53,115,5305
632874k,2019,Kim,,Schrier,Kim Schrier,Democrat,Congress,U.S. Representative,Washington - WA,8,White,53,116,5308
632874k,2022,Kim,,Schrier,Kim Schrier,Democrat,Congress,U.S. Representative,Washington - WA,8,White,53,117,5308
632874k,2021,Kim,,Schrier,Kim Schrier,Democrat,Congress,U.S. Representative,Washington - WA,8,White,53,117,5308
632874k,2020,Kim,,Schrier,Kim Schrier,Democrat,Congress,U.S. Representative,Washington - WA,8,White,53,116,5308
727678k,2021,Marilyn,,Strickland,Marilyn Strickland,Democrat,Congress,U.S. Representative,Washington - WA,10,"Black, Asian American/Pacific Islander",53,117,5310
727678k,2022,Marilyn,,Strickland,Marilyn Strickland,Democrat,Congress,U.S. Representative,Washington - WA,10,"Black, Asian American/Pacific Islander",53,117,5310
284676k,2023,Suzan,K.,DelBene,Suzan DelBene,Democrat,Congress,U.S. Representative,Washington - WA,1,White,53,118,5301
799642k,2023,Marie,,Gluesenkamp Perez,Marie Gluesenkamp Perez,Democrat,Congress,U.S. Representative,Washington - WA,3,Latina,53,118,5303
499054k,2023,Pramila,,Jayapal,Pramila Jayapal,Democrat,Congress,U.S. Representative,Washington - WA,7,Asian American/Pacific Islander,53,118,5307
199779k,2023,Cathy,,McMorris Rodgers,Cathy McMorris Rodgers,Republican,Congress,U.S. Representative,Washington - WA,5,White,53,118,5305
632874k,2023,Kim,,Schrier,Kim Schrier,Democrat,Congress,U.S. Representative,Washington - WA,8,White,53,118,5308
727678k,2023,Marilyn,,Strickland,Marilyn Strickland,Democrat,Congress,U.S. Representative,Washington - WA,10,"Black, Asian American/Pacific Islander",53,118,5310
249553k,2019,Carol,D.,Miller,Carol Miller,Republican,Congress,U.S. Representative,West Virginia - WV,3,White,54,116,5403
249553k,2022,Carol,D.,Miller,Carol Miller,Republican,Congress,U.S. Representative,West Virginia - WV,3,White,54,117,5403
249553k,2021,Carol,D.,Miller,Carol Miller,Republican,Congress,U.S. Representative,West Virginia - WV,3,White,54,117,5403
249553k,2020,Carol,D.,Miller,Carol Miller,Republican,Congress,U.S. Representative,West Virginia - WV,3,White,54,116,5403
249553k,2023,Carol,D.,Miller,Carol Miller,Republican,Congress,U.S. Representative,West Virginia - WV,1,White,54,118,5401
199871k,2018,Gwen,S.,Moore,Gwen Moore,Democrat,Congress,U.S. Representative,Wisconsin - WI,4,Black,55,115,5504
199871k,2021,Gwen,S.,Moore,Gwen Moore,Democrat,Congress,U.S. Representative,Wisconsin - WI,4,Black,55,117,5504
199871k,2017,Gwen,S.,Moore,Gwen Moore,Democrat,Congress,U.S. Representative,Wisconsin - WI,4,Black,55,115,5504
199871k,2020,Gwen,S.,Moore,Gwen Moore,Democrat,Congress,U.S. Representative,Wisconsin - WI,4,Black,55,116,5504
199871k,2019,Gwen,S.,Moore,Gwen Moore,Democrat,Congress,U.S. Representative,Wisconsin - WI,4,Black,55,116,5504
199871k,2022,Gwen,S.,Moore,Gwen Moore,Democrat,Congress,U.S. Representative,Wisconsin - WI,4,Black,55,117,5504
199871k,2023,Gwen,S.,Moore,Gwen Moore,Democrat,Congress,U.S. Representative,Wisconsin - WI,4,Black,55,118,5504
464230k,2019,Liz,L.,Cheney,Liz Cheney,Republican,Congress,U.S. Representative,Wyoming - WY,0,White,56,116,5600
464230k,2022,Liz,L.,Cheney,Liz Cheney,Republican,Congress,U.S. Representative,Wyoming - WY,0,White,56,117,5600
464230k,2018,Liz,L.,Cheney,Liz Cheney,Republican,Congress,U.S. Representative,Wyoming - WY,0,White,56,115,5600
464230k,2021,Liz,L.,Cheney,Liz Cheney,Republican,Congress,U.S. Representative,Wyoming - WY,0,White,56,117,5600
464230k,2017,Liz,L.,Cheney,Liz Cheney,Republican,Congress,U.S. Representative,Wyoming - WY,0,White,56,115,5600
464230k,2020,Liz,L.,Cheney,Liz Cheney,Republican,Congress,U.S. Representative,Wyoming - WY,0,White,56,116,5600
644129k,2023,Harriet,M.,Hageman,Harriet Hageman,Republican,Congress,U.S. Representative,Wyoming - WY,0,White,56,118,5600
